Printing events sorted by their type: 
************************************** 

 Event raise time = 490, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 3840, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 4000, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 4050, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 4150, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 4180, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 4290, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 4960, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski1 - ID: 82.0
 Event raise time = 5030, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 5180, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 5210, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 5320, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 5340, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 5550, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski2 - ID: 83.0
 Event raise time = 5640, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 5730, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 6310, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 6430, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 6440, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 6600, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 6630, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski1 - ID: 82.0
 Event raise time = 6740, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 6760, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 6890, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 6890, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 7060, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski1 - ID: 82.0
 Event raise time = 7060, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 7690, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 7750, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski1 - ID: 82.0
 Event raise time = 7860, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 7940, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 8030, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 8070, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 8200, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 8220, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski1 - ID: 82.0
 Event raise time = 8330, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 8410, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 8490, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 8570, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski1 - ID: 82.0
 Event raise time = 9180, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 9310, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 9320, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 9470, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 9620, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 9640, type = GoSkiingEvent, source = Child3 - ID: 78.0, target = Ski2 - ID: 83.0
 Event raise time = 9760, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski1 - ID: 82.0
 Event raise time = 9770, type = GoSkiingEvent, source = Child4 - ID: 79.0, target = Ski2 - ID: 83.0
 Event raise time = 9890, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 9900, type = GoSkiingEvent, source = Dad - ID: 74.0, target = Ski2 - ID: 83.0
 Event raise time = 630, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 640, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 740, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 780, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 840, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 910, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 960, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 1010, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 1080, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike2 - ID: 85.0
 Event raise time = 1100, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 1190, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 2080, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 2340, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 2370, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 2480, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 2480, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike2 - ID: 85.0
 Event raise time = 2550, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 2560, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 2640, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 2700, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 2760, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 2810, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 2850, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 3370, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike2 - ID: 85.0
 Event raise time = 3550, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 3600, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike1 - ID: 84.0
 Event raise time = 3740, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 3760, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike2 - ID: 85.0
 Event raise time = 3950, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike1 - ID: 84.0
 Event raise time = 3970, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 4020, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike1 - ID: 84.0
 Event raise time = 4040, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 4090, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 4200, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 4240, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 4280, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 4920, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 5030, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 5170, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 5290, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 5300, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike1 - ID: 84.0
 Event raise time = 5400, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 5440, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 5470, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 5560, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 5560, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 5650, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 5660, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 5740, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 5750, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 6350, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 6390, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 6460, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 6550, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 6560, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 6670, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 6810, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike2 - ID: 85.0
 Event raise time = 6830, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 6990, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 7020, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike1 - ID: 84.0
 Event raise time = 7060, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 7090, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 7170, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike1 - ID: 84.0
 Event raise time = 7190, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike2 - ID: 85.0
 Event raise time = 7790, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 7800, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 7870, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 8020, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 8040, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 8110, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 8160, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 8220, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 8260, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike1 - ID: 84.0
 Event raise time = 8310, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 8330, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike1 - ID: 84.0
 Event raise time = 8470, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike2 - ID: 85.0
 Event raise time = 8570, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike2 - ID: 85.0
 Event raise time = 8630, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike1 - ID: 84.0
 Event raise time = 9190, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 9230, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 9270, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 9300, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 9460, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 9560, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 9600, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 9650, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 9690, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 9720, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 9780, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 9830, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 9890, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike1 - ID: 84.0
 Event raise time = 9900, type = GoBikingEvent, source = Child4 - ID: 79.0, target = Bike2 - ID: 85.0
 Event raise time = 9960, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 9980, type = GoBikingEvent, source = Child3 - ID: 78.0, target = Bike2 - ID: 85.0
 Event raise time = 10040, type = GoBikingEvent, source = Dad - ID: 74.0, target = Bike1 - ID: 84.0
 Event raise time = 490, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 540, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 550, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 570, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 630, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 710, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 830, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 880, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 920, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 980, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 1010, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 1020, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 1030, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 1110, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1120, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 1150, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 1180, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1230, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 1290, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 1310, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1340, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 1350, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 1380, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1400, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 1980, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 1990, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 2050, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 2110, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 2160, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 2220, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 2230, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 2290, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 2350, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 2390, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 2470, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 2550, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 2560, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 2580, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 2620, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 2630, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 2660, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 2710, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 2780, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 2790, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 3370, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 3460, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 3480, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 3510, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 3660, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 3670, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 3810, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 3840, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 3860, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 3860, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 3970, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 3970, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 4100, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 4110, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 4170, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 4220, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 4290, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 4310, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 4840, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 4890, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 4910, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 4960, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5080, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 5100, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5110, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 5180, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 5240, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 5330, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 5360, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5370, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 5430, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5480, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 5490, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 5520, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 5560, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5560, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 5650, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 5670, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 6270, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 6300, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6350, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 6460, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6530, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 6620, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6700, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6740, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 6760, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 6840, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6890, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 6910, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 6910, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6980, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 7090, type = GoRunningEvent, source = Dad - ID: 74.0, target = legs
 Event raise time = 7090, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 7160, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 7170, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 7190, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 7720, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 7870, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 7900, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 7950, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 7970, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 8090, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 8170, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 8250, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 8290, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 8330, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 8350, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 8380, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 8380, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 8400, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 8420, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 8470, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 8490, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 8610, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 8620, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 9160, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 9180, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 9250, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 9420, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 9450, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 9530, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 9550, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 9600, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 9760, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 9860, type = GoRunningEvent, source = Child3 - ID: 78.0, target = legs
 Event raise time = 9970, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 10010, type = GoRunningEvent, source = Child4 - ID: 79.0, target = legs
 Event raise time = 10020, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 10040, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 670, type = OvenEvent, source = Child3 - ID: 78.0, target = Oven - ID: 42.0
 Event raise time = 990, type = OvenEvent, source = Dad - ID: 74.0, target = Oven - ID: 42.0
 Event raise time = 1930, type = OvenEvent, source = Child4 - ID: 79.0, target = Oven - ID: 42.0
 Event raise time = 2310, type = OvenEvent, source = Child3 - ID: 78.0, target = Oven - ID: 42.0
 Event raise time = 2440, type = OvenEvent, source = Child2 - ID: 77.0, target = Oven - ID: 42.0
 Event raise time = 2540, type = OvenEvent, source = Child3 - ID: 78.0, target = Oven - ID: 42.0
 Event raise time = 2750, type = OvenEvent, source = Child2 - ID: 77.0, target = Oven - ID: 42.0
 Event raise time = 2840, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 3500, type = OvenEvent, source = Child4 - ID: 79.0, target = Oven - ID: 42.0
 Event raise time = 3680, type = OvenEvent, source = Child4 - ID: 79.0, target = Oven - ID: 42.0
 Event raise time = 3740, type = OvenEvent, source = Child2 - ID: 77.0, target = Oven - ID: 42.0
 Event raise time = 4290, type = OvenEvent, source = Dad - ID: 74.0, target = Oven - ID: 42.0
 Event raise time = 4990, type = OvenEvent, source = Child3 - ID: 78.0, target = Oven - ID: 42.0
 Event raise time = 5040, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 5310, type = OvenEvent, source = Child4 - ID: 79.0, target = Oven - ID: 42.0
