Printing events sorted by their type: 
************************************** 

 Event raise time = 2460, type = DIYRepairEvent, source = Dad - ID: 58.0, target = Light - ID: 26.0
 Event raise time = 740, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 9180, type = GoBikingEvent, source = Child4 - ID: 63.0, target = Bike2 - ID: 69.0
 Event raise time = 9260, type = GoBikingEvent, source = Child4 - ID: 63.0, target = Bike2 - ID: 69.0
 Event raise time = 9380, type = GoBikingEvent, source = Child2 - ID: 61.0, target = Bike1 - ID: 68.0
 Event raise time = 9450, type = GoBikingEvent, source = Child2 - ID: 61.0, target = Bike1 - ID: 68.0
 Event raise time = 9660, type = GoBikingEvent, source = Dad - ID: 58.0, target = Bike2 - ID: 69.0
 Event raise time = 9760, type = GoBikingEvent, source = Child3 - ID: 62.0, target = Bike1 - ID: 68.0
 Event raise time = 9800, type = GoBikingEvent, source = Mom - ID: 59.0, target = Bike2 - ID: 69.0
 Event raise time = 9860, type = GoBikingEvent, source = Child4 - ID: 63.0, target = Bike1 - ID: 68.0
 Event raise time = 9880, type = GoBikingEvent, source = Mom - ID: 59.0, target = Bike2 - ID: 69.0
 Event raise time = 9930, type = GoBikingEvent, source = Child4 - ID: 63.0, target = Bike1 - ID: 68.0
 Event raise time = 10030, type = GoBikingEvent, source = Child1 - ID: 60.0, target = Bike2 - ID: 69.0
 Event raise time = 490, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 560, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 560, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 570, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 670, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 870, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 900, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 980, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 1060, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 1100, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 1160, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 1160, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 1170, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 1230, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 1340, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 1400, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 1410, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 1420, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 2050, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 2200, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 2250, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 2280, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 2290, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 2350, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 2420, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 2480, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 2540, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 2560, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 2580, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 2620, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 2710, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 2710, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 2790, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 2810, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 2870, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 2870, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 3470, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 3490, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 3540, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 3580, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 3640, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 3660, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 3720, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 3770, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 3790, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 3890, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 4010, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 4050, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 4100, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 4110, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 4150, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 4160, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 4220, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 4220, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 4240, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 4250, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 4810, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 4990, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 5000, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5070, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5140, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5210, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 5280, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 5350, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 5390, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5440, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 5530, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5600, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 5600, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5670, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 5670, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 5720, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 5750, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 5750, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 6490, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 6530, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 6550, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 6660, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 6730, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 6730, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 6800, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 6800, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 6910, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 6920, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 6950, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 6950, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 6960, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 6990, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 7060, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 7060, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 7140, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 7150, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 7690, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 7740, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 7770, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 7830, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 7830, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 7860, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 7940, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 7970, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 8180, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 8200, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 8280, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 8300, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 8400, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 8410, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 8440, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 8470, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 8480, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 8480, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 8530, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 8570, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 8610, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 8620, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 9230, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 9310, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 9330, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 9350, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 9440, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 9490, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 9530, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 9560, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 9560, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 9600, type = GoRunningEvent, source = Child2 - ID: 61.0, target = legs
 Event raise time = 9620, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 9630, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 9660, type = GoRunningEvent, source = Child1 - ID: 60.0, target = legs
 Event raise time = 9690, type = GoRunningEvent, source = Mom - ID: 59.0, target = legs
 Event raise time = 9710, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 9840, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 9900, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 9970, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 10000, type = GoRunningEvent, source = Child4 - ID: 63.0, target = legs
 Event raise time = 10050, type = GoRunningEvent, source = Dad - ID: 58.0, target = legs
 Event raise time = 10050, type = GoRunningEvent, source = Child3 - ID: 62.0, target = legs
 Event raise time = 660, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 1130, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 1240, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 1380, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 1430, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 1970, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 2060, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 2390, type = OvenEvent, source = Child2 - ID: 61.0, target = Oven - ID: 42.0
 Event raise time = 2430, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 2470, type = OvenEvent, source = Mom - ID: 59.0, target = Oven - ID: 42.0
 Event raise time = 2690, type = OvenEvent, source = Dad - ID: 58.0, target = Oven - ID: 42.0
 Event raise time = 3630, type = OvenEvent, source = Child2 - ID: 61.0, target = Oven - ID: 42.0
 Event raise time = 3870, type = OvenEvent, source = Dad - ID: 58.0, target = Oven - ID: 42.0
 Event raise time = 4240, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 4920, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 5330, type = OvenEvent, source = Dad - ID: 58.0, target = Oven - ID: 42.0
 Event raise time = 5410, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 5550, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 5710, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 6880, type = OvenEvent, source = Child2 - ID: 61.0, target = Oven - ID: 42.0
 Event raise time = 7010, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 7760, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 7960, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 8180, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 8250, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 8330, type = OvenEvent, source = Dad - ID: 58.0, target = Oven - ID: 42.0
 Event raise time = 8550, type = OvenEvent, source = Mom - ID: 59.0, target = Oven - ID: 42.0
 Event raise time = 9170, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 9220, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 9550, type = OvenEvent, source = Child3 - ID: 62.0, target = Oven - ID: 42.0
 Event raise time = 9620, type = OvenEvent, source = Dad - ID: 58.0, target = Oven - ID: 42.0
 Event raise time = 9730, type = OvenEvent, source = Dad - ID: 58.0, target = Oven - ID: 42.0
 Event raise time = 9780, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 9830, type = OvenEvent, source = Child4 - ID: 63.0, target = Oven - ID: 42.0
 Event raise time = 9980, type = OvenEvent, source = Child1 - ID: 60.0, target = Oven - ID: 42.0
 Event raise time = 10040, type = OvenEvent, source = Child2 - ID: 61.0, target = Oven - ID: 42.0
 Event raise time = 650, type = MicrowaveEvent, source = Child1 - ID: 60.0, target = Microwave - ID: 56.0
 Event raise time = 640, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 750, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 870, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 1240, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 1330, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 1390, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 2090, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 2140, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 2440, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 2580, type = CloseBlindsEvent, source = Dad - ID: 58.0
 Event raise time = 2740, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 2770, type = CloseBlindsEvent, source = Dad - ID: 58.0
 Event raise time = 3460, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 3470, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 3620, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 3800, type = CloseBlindsEvent, source = Child4 - ID: 63.0
 Event raise time = 3980, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 3990, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 4030, type = CloseBlindsEvent, source = Mom - ID: 59.0
 Event raise time = 4040, type = CloseBlindsEvent, source = Mom - ID: 59.0
 Event raise time = 4100, type = CloseBlindsEvent, source = Child4 - ID: 63.0
 Event raise time = 4300, type = CloseBlindsEvent, source = Child4 - ID: 63.0
 Event raise time = 4970, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 5320, type = CloseBlindsEvent, source = Mom - ID: 59.0
 Event raise time = 6620, type = CloseBlindsEvent, source = Child4 - ID: 63.0
 Event raise time = 6890, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 7020, type = CloseBlindsEvent, source = Child1 - ID: 60.0
 Event raise time = 8090, type = CloseBlindsEvent, source = Child2 - ID: 61.0
 Event raise time = 8190, type = CloseBlindsEvent, source = Dad - ID: 58.0
 Event raise time = 8270, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 8560, type = CloseBlindsEvent, source = Mom - ID: 59.0
 Event raise time = 9170, type = CloseBlindsEvent, source = Child4 - ID: 63.0
 Event raise time = 9340, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 9480, type = CloseBlindsEvent, source = Child4 - ID: 63.0
 Event raise time = 9960, type = CloseBlindsEvent, source = Child3 - ID: 62.0
 Event raise time = 0, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 0, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 0, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 0, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 0, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 0, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 1440, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 1440, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 1470, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 1470, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 1480, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 1480, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 1490, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 2880, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 2880, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 2890, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 2900, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 2940, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 2940, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 4320, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 4320, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 4320, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 4340, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 4350, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 4420, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 5760, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 5790, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 5810, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 5820, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 5820, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 5870, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 7200, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 7210, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 7220, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 7250, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 7260, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 7280, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 8640, type = SleepEvent, source = Dad - ID: 58.0
 Event raise time = 8640, type = SleepEvent, source = Mom - ID: 59.0
 Event raise time = 8680, type = SleepEvent, source = Child1 - ID: 60.0
 Event raise time = 8680, type = SleepEvent, source = Child4 - ID: 63.0
 Event raise time = 8690, type = SleepEvent, source = Child3 - ID: 62.0
 Event raise time = 8690, type = SleepEvent, source = Child2 - ID: 61.0
 Event raise time = 490, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 490, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 1970, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 1980, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 3370, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 3430, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 4830, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 4840, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 6310, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 6310, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 7700, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 7710, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 9130, type = WorkEvent, source = Dad - ID: 58.0
 Event raise time = 9130, type = WorkEvent, source = Mom - ID: 59.0
 Event raise time = 360, type = OpenBlindsEvent, source = House
 Event raise time = 370, type = OpenBlindsEvent, source = House
 Event raise time = 380, type = OpenBlindsEvent, source = House
 Event raise time = 390, type = OpenBlindsEvent, source = House
 Event raise time = 400, type = OpenBlindsEvent, source = House
 Event raise time = 410, type = OpenBlindsEvent, source = House
 Event raise time = 420, type = OpenBlindsEvent, source = House
 Event raise time = 430, type = OpenBlindsEvent, source = House
 Event raise time = 440, type = OpenBlindsEvent, source = House
 Event raise time = 450, type = OpenBlindsEvent, source = House
 Event raise time = 460, type = OpenBlindsEvent, source = House
 Event raise time = 470, type = OpenBlindsEvent, source = House
 Event raise time = 480, type = OpenBlindsEvent, source = House
 Event raise time = 490, type = OpenBlindsEvent, source = House
 Event raise time = 500, type = OpenBlindsEvent, source = House
 Event raise time = 510, type = OpenBlindsEvent, source = House
 Event raise time = 520, type = OpenBlindsEvent, source = House
 Event raise time = 530, type = OpenBlindsEvent, source = House
 Event raise time = 540, type = OpenBlindsEvent, source = House
 Event raise time = 550, type = OpenBlindsEvent, source = House
 Event raise time = 560, type = OpenBlindsEvent, source = House
 Event raise time = 570, type = OpenBlindsEvent, source = House
 Event raise time = 580, type = OpenBlindsEvent, source = House
 Event raise time = 590, type = OpenBlindsEvent, source = House
 Event raise time = 600, type = OpenBlindsEvent, source = House
 Event raise time = 610, type = OpenBlindsEvent, source = House
 Event raise time = 620, type = OpenBlindsEvent, source = House
 Event raise time = 630, type = OpenBlindsEvent, source = House
 Event raise time = 640, type = OpenBlindsEvent, source = House
 Event raise time = 650, type = OpenBlindsEvent, source = House
 Event raise time = 660, type = OpenBlindsEvent, source = House
 Event raise time = 670, type = OpenBlindsEvent, source = House
 Event raise time = 680, type = OpenBlindsEvent, source = House
 Event raise time = 690, type = OpenBlindsEvent, source = House
 Event raise time = 700, type = OpenBlindsEvent, source = House
 Event raise time = 710, type = OpenBlindsEvent, source = House
 Event raise time = 1800, type = OpenBlindsEvent, source = House
 Event raise time = 1810, type = OpenBlindsEvent, source = House
 Event raise time = 1820, type = OpenBlindsEvent, source = House
 Event raise time = 1830, type = OpenBlindsEvent, source = House
 Event raise time = 1840, type = OpenBlindsEvent, source = House
 Event raise time = 1850, type = OpenBlindsEvent, source = House
 Event raise time = 1860, type = OpenBlindsEvent, source = House
 Event raise time = 1870, type = OpenBlindsEvent, source = House
 Event raise time = 1880, type = OpenBlindsEvent, source = House
 Event raise time = 1890, type = OpenBlindsEvent, source = House
 Event raise time = 1900, type = OpenBlindsEvent, source = House
 Event raise time = 1910, type = OpenBlindsEvent, source = House
 Event raise time = 1920, type = OpenBlindsEvent, source = House
 Event raise time = 1930, type = OpenBlindsEvent, source = House
 Event raise time = 1940, type = OpenBlindsEvent, source = House
 Event raise time = 1950, type = OpenBlindsEvent, source = House
 Event raise time = 1960, type = OpenBlindsEvent, source = House
 Event raise time = 1970, type = OpenBlindsEvent, source = House
 Event raise time = 1980, type = OpenBlindsEvent, source = House
 Event raise time = 1990, type = OpenBlindsEvent, source = House
 Event raise time = 2000, type = OpenBlindsEvent, source = House
 Event raise time = 2010, type = OpenBlindsEvent, source = House
 Event raise time = 2020, type = OpenBlindsEvent, source = House
 Event raise time = 2030, type = OpenBlindsEvent, source = House
 Event raise time = 2040, type = OpenBlindsEvent, source = House
 Event raise time = 2050, type = OpenBlindsEvent, source = House
 Event raise time = 2060, type = OpenBlindsEvent, source = House
 Event raise time = 2070, type = OpenBlindsEvent, source = House
 Event raise time = 2080, type = OpenBlindsEvent, source = House
 Event raise time = 2090, type = OpenBlindsEvent, source = House
 Event raise time = 2100, type = OpenBlindsEvent, source = House
 Event raise time = 2110, type = OpenBlindsEvent, source = House
 Event raise time = 2120, type = OpenBlindsEvent, source = House
 Event raise time = 2130, type = OpenBlindsEvent, source = House
 Event raise time = 2140, type = OpenBlindsEvent, source = House
 Event raise time = 2150, type = OpenBlindsEvent, source = House
 Event raise time = 3240, type = OpenBlindsEvent, source = House
 Event raise time = 3250, type = OpenBlindsEvent, source = House
 Event raise time = 3260, type = OpenBlindsEvent, source = House
 Event raise time = 3270, type = OpenBlindsEvent, source = House
 Event raise time = 3280, type = OpenBlindsEvent, source = House
 Event raise time = 3290, type = OpenBlindsEvent, source = House
 Event raise time = 3300, type = OpenBlindsEvent, source = House
 Event raise time = 3310, type = OpenBlindsEvent, source = House
 Event raise time = 3320, type = OpenBlindsEvent, source = House
 Event raise time = 3330, type = OpenBlindsEvent, source = House
 Event raise time = 3340, type = OpenBlindsEvent, source = House
 Event raise time = 3350, type = OpenBlindsEvent, source = House
 Event raise time = 3360, type = OpenBlindsEvent, source = House
 Event raise time = 3370, type = OpenBlindsEvent, source = House
 Event raise time = 3380, type = OpenBlindsEvent, source = House
 Event raise time = 3390, type = OpenBlindsEvent, source = House
 Event raise time = 3400, type = OpenBlindsEvent, source = House
 Event raise time = 3410, type = OpenBlindsEvent, source = House
 Event raise time = 3420, type = OpenBlindsEvent, source = House
 Event raise time = 3430, type = OpenBlindsEvent, source = House
